"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6"
"Mauricio","Pineda","Chicago Fire","Center-back","$355,012.00","$475,169.00"
"Ariath","Piol","Real Salt Lake","Center Forward","$282,000.00","$336,859.00"
"Matt","Polster","New England Revolution","Defensive Midfield","$625,000.00","$683,333.00"
"Célio Antonio","Pompeu Pinheiro Martins","St. Louis City SC","Left Wing","$218,250.00","$253,144.00"
"Paxton","Pomykal","FC Dallas","Attacking Midfield","$1,050,000.00","$1,158,000.00"
"Ezequiel","Ponce","Houston Dynamo","Center Forward","$2,590,000.00","$2,852,200.00"
"Tomas","Pondeca","FC Dallas","Central Midfield","$80,622.00","$80,622.00"
"David","Poreba","Chicago Fire","Attacking Midfield","$80,622.00","$88,747.00"
"Ryan","Porteous","LAFC","Center-back","$720,000.00","$755,260.00"
"Alvas","Powell","FC Cincinnati","Right-back","$275,000.00","$319,500.00"
"Ralph","Priso","Vancouver Whitecaps","Defensive Midfield","$104,000.00","$118,167.00"
"Andrew","Privett","Charlotte FC","Center-back","$220,000.00","$251,400.00"
"Ricard","Puig Martí","LA Galaxy","Central Midfield","$5,125,000.00","$5,779,688.00"
"John","Pulskamp","Sporting Kansas City","Goalkeeper","$250,000.00","$273,500.00"
"Joedrick","Pupe","Vancouver Whitecaps","Center-back","$420,000.00","$460,600.00"
"Ahmed","Qasem","Nashville SC","Right Wing","$650,000.00","$650,000.00"
"Nelson","Quiñónes","Houston Dynamo","Left Wing","$252,000.00","$272,894.00"
"Philip","Quinton","Real Salt Lake","Center-back","$125,000.00","$125,000.00"
"Daniel","Ríos","Vancouver Whitecaps","Center Forward","$147,600.00","$188,880.00"
"Rocco","Ríos Novo","Inter Miami","Goalkeeper","$104,000.00","$122,866.00"
"Nemanja","Radoja","Sporting Kansas City","Defensive Midfield","$1,300,000.00","$1,390,000.00"
"Viktor","Radojević","Chicago Fire","Left-back","$300,000.00","$307,000.00"
"Jeremy","Rafanello","Philadelphia Union","Attacking Midfield","$140,000.00","$161,125.00"
"Jackson","Ragen","Seattle Sounders FC","Center-back","$600,000.00","$610,000.00"
"Brooklyn","Raines","Houston Dynamo","Central Midfield","$125,000.00","$143,063.00"
"Anthony","Ramírez","FC Dallas","Right Wing","$80,622.00","$80,622.00"
"Christian","Ramirez","LA Galaxy","Center Forward","$525,000.00","$570,833.00"
"Rubén","Ramos","LA Galaxy","Attacking Midfield","$80,622.00","$80,622.00"
"Darius","Randell","Minnesota United","Right Wing","$80,622.00","$91,016.00"
"Alex","Rando","New York City FC","Goalkeeper","$80,622.00","$80,622.00"
"Greg","Ranjitsingh","New York City FC","Goalkeeper","$104,000.00","$104,000.00"
"Ryan","Raposo","LAFC","Left Midfield","$180,000.00","$180,000.00"
"Tim","Ream","Charlotte FC","Center-back","$1,000,000.00","$1,127,750.00"
"Seymour","Reid","New York City FC","Center Forward","$80,622.00","$95,437.00"
"Jayden","Reid","St. Louis City SC","Left-back","$104,000.00","$104,000.00"
"Tahir","Reid-Brown","Orlando City SC","Left-back","$104,000.00","$118,508.00"
"Will","Reilly","Atlanta United","Central Midfield","$80,622.00","$80,622.00"
"Marco","Reus","LA Galaxy","Attacking Midfield","$880,000.00","$1,136,667.00"
"Andrés","Reyes","San Diego FC","Center-back","$732,000.00","$807,000.00"
"Justin","Reynolds","Chicago Fire","Right-back","$104,000.00","$104,000.00"
"Andrew","Rick","Philadelphia Union","Goalkeeper","$80,622.00","$90,537.00"
"Jamar","Ricketts","San Jose Earthquakes","Left-back","$80,622.00","$82,209.00"
"Chris","Rindov","LA Galaxy","Center-back","$80,622.00","$89,372.00"
"Luis","Rivera","Real Salt Lake","Left-back","$160,000.00","$171,100.00"
"Reid","Roberts","San Jose Earthquakes","Center-back","$80,622.00","$80,622.00"
"Miles","Robinson","FC Cincinnati","Center-back","$1,503,411.00","$1,650,171.00"
"Memo","Rodríguez","Sporting Kansas City","Attacking Midfield","$104,000.00","$114,966.00"
"Sebastián","Rodríguez","Houston Dynamo","Central Midfield","$80,622.00","$89,272.00"
"Baltasar","Rodríguez","Inter Miami","Attacking Midfield","$440,000.00","$440,000.00"
"Nicolás","Rodríguez","Orlando City SC","Right Wing","$180,000.00","$200,500.00"
"Jonathan","Rodríguez","Portland Timbers","Center Forward","$2,775,000.00","$3,627,500.00"
"Missael","Rodríguez","MLS Pool","Center Forward","$113,400.00","$113,400.00"
"Antônio Josenildo","Rodrigues de Oliveira","San Jose Earthquakes","Center-back","$700,000.00","$758,000.00"
"Rwan Philipe","Rodrigues de Souza Cruz","Real Salt Lake","Center Forward","$1,700,000.00","$1,858,426.00"
"Sam","Rogers","Chicago Fire","Center-back","$120,000.00","$143,000.00"
"Andy","Rojas","New York Red Bulls","Left Wing","$129,996.00","$147,327.00"
"Matías","Rojas","Portland Timbers","Attacking Midfield","$559,929.00","$743,262.00"
"Cristian","Roldán","Seattle Sounders FC","Central Midfield","$1,545,000.00","$1,666,000.00"
"Álex","Roldán","Seattle Sounders FC","Right-back","$530,000.00","$530,000.00"
"Tomás","Romero","New York City FC","Goalkeeper","$104,000.00","$104,000.00"
"Brian","Romero","Charlotte FC","Right Wing","$125,000.00","$135,833.00"
"Nicolás","Romero","Minnesota United","Center-back","$420,000.00","$457,500.00"
"Abraham","Romero","Columbus Crew","Goalkeeper","$104,000.00","$104,000.00"
"Dave","Romney","San Jose Earthquakes","Center-back","$858,500.00","$938,000.00"
"Connor","Ronan","Colorado Rapids","Central Midfield","$490,000.00","$542,400.00"
"Joseph","Rosales","Minnesota United","Left-back","$535,000.00","$579,702.00"
"Tanner","Rosborough","New York Red Bulls","Center Forward","$80,622.00","$97,640.00"
"Keegan","Rosenberry","Colorado Rapids","Right-back","$400,000.00","$400,000.00"
"Dany","Rosero","MLS Pool","Center-back","$530,000.00","$530,000.00"
"Diego","Rossi","Columbus Crew","Attacking Midfield","$2,725,000.00","$3,426,827.00"
"Sigurd","Rosted","Toronto FC","Center-back","$800,000.00","$805,000.00"
"Paul","Rothrock","Seattle Sounders FC","Left Wing","$104,000.00","$104,000.00"
"Kye","Rowles","DC United","Center-back","$292,500.00","$494,167.00"
"David","Ruíz","Inter Miami","Defensive Midfield","$104,000.00","$135,887.00"
"Diego","Rubio","Austin FC","Center Forward","$208,000.00","$208,000.00"
"Pablo","Ruiz","Real Salt Lake","Central Midfield","$825,000.00","$911,500.00"
"Albert","Rusnák","Seattle Sounders FC","Attacking Midfield","$2,575,000.00","$2,575,000.00"
"Johnny","Russell","Real Salt Lake","Right Wing","$300,000.00","$325,500.00"
"Jacen","Russell-Rowe","Columbus Crew","Center Forward","$120,000.00","$130,789.00"
"Cesar","Ruvalcaba","Columbus Crew","Center-back","$80,622.00","$80,622.00"
"Ilie","Sánchez","Austin FC","Defensive Midfield","$600,000.00","$600,000.00"
"Emmanuel","Sabbi","Vancouver Whitecaps","Right Wing","$900,000.00","$987,750.00"
"Anisse","Saidi","San Diego FC","Center Forward","$80,622.00","$94,512.00"
"Ryan","Sailor","Inter Miami","Center-back","$104,000.00","$104,000.00"
"Carl","Sainté","FC Dallas","Defensive Midfield","$80,622.00","$80,622.00"
"Adam","Saldaña","LAFC","Defensive Midfield","$80,622.00","$80,622.00"
"Enes","Sali","FC Dallas","Left Wing","$325,000.00","$370,000.00"
"Dániel","Sallói","Sporting Kansas City","Left Wing","$1,300,000.00","$1,300,000.00"
"Diadié","Samassékou","Houston Dynamo","Defensive Midfield","$714,996.00","$771,871.00"
"Lucas","Sanabria","LA Galaxy","Defensive Midfield","$592,000.00","$694,800.00"
"Cooper","Sanchez","Atlanta United","Central Midfield","$80,622.00","$80,622.00"
"Will","Sands","New England Revolution","Left-back","$275,000.00","$283,333.00"
"James","Sands","New York City FC","Defensive Midfield","$1,250,000.00","$1,318,750.00"
"Sergio","Santos","Houston Dynamo","Center Forward","$825,000.00","$940,625.00"
"Rafael","Santos","Colorado Rapids","Left-back","$375,000.00","$401,188.00"
"Kieran","Sargeant","Houston Dynamo","Left-back","$104,000.00","$106,193.00"
"Sam","Sarver","FC Dallas","Right Wing","$80,622.00","$80,622.00"
"Nick","Scardina","Charlotte FC","Right-back","$104,000.00","$104,000.00"
"Ryan","Schewe","Sporting Kansas City","Goalkeeper","$80,622.00","$80,622.00"
"Rodrigo","Schlegel","Orlando City SC","Center-back","$500,000.00","$609,667.00"
"Tate","Schmitt","Nashville SC","Left-back","$104,000.00","$104,000.00"
"David","Schnegg","DC United","Left-back","$600,000.00","$706,250.00"
"Sebastian","Schonlau","Vancouver Whitecaps","Center-back","$720,000.00","$776,833.00"
"Patrick","Schulte","Columbus Crew","Goalkeeper","$825,000.00","$957,083.00"
"Brian","Schwake","Nashville SC","Goalkeeper","$104,000.00","$120,800.00"
"Tarik","Scott","FC Dallas","Left Wing","$140,000.00","$155,942.00"
"Brady","Scott","LA Galaxy","Goalkeeper","$104,000.00","$104,000.00"
"Dante","Sealy","CF Montreal","Left Wing","$104,000.00","$122,022.00"
"Gabriel","Segal","Houston Dynamo","Center Forward","$104,000.00","$104,000.00"
"Telasco","Segovia","Inter Miami","Central Midfield","$300,000.00","$335,000.00"
"Eddie","Segura","LAFC","Center-back","$577,500.00","$577,500.00"
"Amar","Sejdić","Columbus Crew","Defensive Midfield","$104,000.00","$118,550.00"
"Oliver","Semmle","Philadelphia Union","Goalkeeper","$150,000.00","$166,324.00"
"Brandon","Servania","DC United","Central Midfield","$104,000.00","$131,056.00"
"Nyk","Sessock","Atlanta United","Right-back","$104,000.00","$104,000.00"
"Jacob","Shaffelburg","Nashville SC","Left Wing","$425,000.00","$470,000.00"
"Charlie","Sharp","Toronto FC","Center Forward","$80,622.00","$80,622.00"
"Samuel","Shashoua","Minnesota United","Left Wing","$104,000.00","$104,833.00"
"Khiry","Shelton","Sporting Kansas City","Center Forward","$725,000.00","$775,000.00"
"Jonathan","Shore","New York City FC","Central Midfield","$104,000.00","$116,500.00"
"Tommy","Silva","Real Salt Lake","Left-back","$80,622.00","$86,604.00"
"Mateo","Silvetti","Inter Miami","Right Wing","$490,000.00","$547,078.00"
"Adem","Sipić","Nashville SC","Center Forward","$80,622.00","$109,448.00"
"Jonathan","Sirois","CF Montreal","Goalkeeper","$275,000.00","$292,625.00"
"Pablo","Sisniega","San Diego FC","Goalkeeper","$104,000.00","$130,467.00"
"Jack","Skahan","San Jose Earthquakes","Central Midfield","$175,000.00","$175,000.00"
"Bartosz","Slisz","Atlanta United","Defensive Midfield","$670,000.00","$870,000.00"
"Tyger","Smalls","Charlotte FC","Left Wing","$80,622.00","$80,622.00"
"Alec","Smir","Minnesota United","Goalkeeper","$104,000.00","$104,000.00"
"Kyle","Smith","Orlando City SC","Right-back","$270,000.00","$318,000.00"
"Ian","Smith","Portland Timbers","Left-back","$80,622.00","$80,622.00"
"Brad","Smith","FC Cincinnati","Left-back","$104,000.00","$114,000.00"
"Artem","Smolyakov","LAFC","Left-back","$550,000.00","$613,297.00"
"Mohammed","Sofo","New York Red Bulls","Left Wing","$130,000.00","$188,000.00"
"Pedro","Soma","San Diego FC","Defensive Midfield","$225,000.00","$275,453.00"
"Heung-min","Son","LAFC","Left Wing","$10,368,750.00","$11,152,852.00"
"Travian","Sousa","Seattle Sounders FC","Left-back","$80,622.00","$80,622.00"
"Brenner","Souza da Silva","FC Cincinnati","Center Forward","$119,259.00","$280,120.00"
"Wessel","Speel","Minnesota United","Goalkeeper","$80,622.00","$80,622.00"
"Tyrese","Spicer","Orlando City SC","Left Wing","$80,622.00","$83,122.00"
"Kaedren","Spivey","San Jose Earthquakes","Central Midfield","$80,622.00","$83,622.00"
"Dayne","St. Clair","Minnesota United","Goalkeeper","$610,000.00","$631,875.00"
"Mason","Stajduhar","Real Salt Lake","Goalkeeper","$154,000.00","$169,650.00"
"Lazar","Stefanović","Toronto FC","Center-back","$80,622.00","$92,528.00"
"Zack","Steffen","Colorado Rapids","Goalkeeper","$1,000,000.00","$1,000,000.00"
"Daniel","Steres","Houston Dynamo","Center-back","$300,000.00","$323,438.00"
"Kimani","Stewart-Baynes","Colorado Rapids","Left Wing","$90,000.00","$91,000.00"
"Aidan","Stokes","New York Red Bulls","Goalkeeper","$80,622.00","$97,390.00"
"Peter","Stroud","New York Red Bulls","Central Midfield","$125,000.00","$145,003.00"
"Jared","Stroud","DC United","Left Wing","$350,000.00","$392,500.00"
"Brad","Stuver","Austin FC","Goalkeeper","$484,500.00","$507,313.00"
"Luis","Suárez","Inter Miami","Center Forward","$1,500,000.00","$1,500,000.00"
"Santiago","Suárez","New England Revolution","Center-back","$104,000.00","$117,222.00"
"Shapi","Suleymanov","Sporting Kansas City","Right Wing","$800,000.00","$915,028.00"
"Cavan","Sullivan","Philadelphia Union","Attacking Midfield","$200,000.00","$364,000.00"
"Quinn","Sullivan","Philadelphia Union","Central Midfield","$450,000.00","$518,000.00"
"Hunter","Sulte","Portland Timbers","Goalkeeper","$135,000.00","$138,042.00"
"Finn","Surman","Portland Timbers","Center-back","$200,000.00","$226,983.00"
"Sam","Surridge","Nashville SC","Center Forward","$2,775,000.04","$3,208,139.00"
"Oleksandr","Svatok","Austin FC","Center-back","$500,000.00","$505,000.00"
"Erik","Sviatchenko","Houston Dynamo","Center-back","$750,000.00","$825,000.00"
"Gennadiy","Synchuk","CF Montreal","Right Wing","$600,000.00","$606,000.00"
"Edvard","Tagseth","Nashville SC","Central Midfield","$450,000.00","$487,667.00"
"Zakaria","Taifi","Orlando City SC","Defensive Midfield","$80,622.00","$92,520.00"
"Yohei","Takaoka","Vancouver Whitecaps","Goalkeeper","$756,000.00","$873,713.00"
"Strahinja","Tanasijević","New York City FC","Center-back","$270,000.00","$338,750.00"
"Andrew","Tarbell","Houston Dynamo","Goalkeeper","$400,000.00","$430,000.00"
"Robert","Taylor","Austin FC","Left Wing","$575,000.00","$633,333.00"
"D.J.","Taylor","Minnesota United","Right-back","$183,500.00","$213,617.00"
"Jude","Terry","LAFC","Central Midfield","$80,622.00","$117,020.00"
"Cedric","Teuchert","St. Louis City SC","Center Forward","$1,200,000.00","$1,342,500.00"
"Dagur Dan","Thórhallsson","Orlando City SC","Right-back","$364,996.00","$411,121.00"
"Jamal","Thiaré","Atlanta United","Center Forward","$700,000.00","$730,000.00"
"Andrew","Thomas","Seattle Sounders FC","Goalkeeper","$200,000.00","$200,000.00"
"Riley","Thomas","Austin FC","Right-back","$80,622.00","$80,622.00"
"Mikah","Thomas","Charlotte FC","Left-back","$80,622.00","$81,025.00"
"Erik","Thommy","Sporting Kansas City","Attacking Midfield","$1,500,000.00","$1,606,250.00"
"Kosi","Thompson","Toronto FC","Right Midfield","$120,000.00","$125,260.00"
"Timothy","Tillman","LAFC","Central Midfield","$790,000.00","$846,400.00"
"Harry","Toffolo","Charlotte FC","Left-back","$900,000.00","$1,020,000.00"
"Cayman","Togashi","Atlanta United","Center Forward","$104,000.00","$104,000.00"
"Idan","Toklomati","Charlotte FC","Center Forward","$415,000.00","$452,700.00"
"Nouhou","Tolo","Seattle Sounders FC","Left-back","$550,000.00","$571,875.00"
"Joshua","Torquato","FC Dallas","Left-back","$80,622.00","$88,622.00"
"Adyn","Torres","Atlanta United","Defensive Midfield","$80,622.00","$80,622.00"
"Tomas","Totland","St. Louis City SC","Right-back","$300,000.00","$341,763.00"
"Mason","Toye","Sporting Kansas City","Center Forward","$350,000.00","$392,500.00"
"Wil","Trapp","Minnesota United","Defensive Midfield","$500,000.00","$552,500.00"
"Jackson","Travis","Colorado Rapids","Left-back","$104,000.00","$106,500.00"
"Nectarios","Triantis","Minnesota United","Central Midfield","$660,000.00","$722,665.00"
"Niko","Tsakiris","San Jose Earthquakes","Central Midfield","$165,000.00","$169,167.00"
"Yutaro","Tsukada","Orlando City SC","Left Wing","$80,622.00","$80,622.00"
"Garrison","Tubbs","DC United","Center-back","$104,000.00","$104,000.00"
"Bill","Tuiloma","Charlotte FC","Center-back","$500,000.00","$524,938.00"
"Robert","Turdean","Chicago Fire","Attacking Midfield","$80,622.00","$113,549.00"
"Dor","Turgeman","New England Revolution","Center Forward","$740,000.00","$740,000.00"
"Gavin","Turner","DC United","Attacking Midfield","$80,622.00","$102,856.00"
"Matt","Turner","New England Revolution","Goalkeeper","$1,776,136.00","$1,942,886.00"
"Jeppe","Tverskov","San Diego FC","Defensive Midfield","$700,000.00","$700,000.00"
"Mikael","Uhre","Philadelphia Union","Center Forward","$2,000,000.00","$2,240,000.00"
"Osaze","Urhoghide","FC Dallas","Center-back","$580,000.00","$643,982.00"
"Maximiliano","Urruti","MLS Pool","Center Forward","$104,000.00","$104,000.00"
"Alejandro","Urzua","FC Dallas","Central Midfield","$80,622.00","$80,622.00"
"Óscar","Ustari","Inter Miami","Goalkeeper","$696,000.00","$744,000.00"
"Myrto","Uzuni","Austin FC","Left Wing","$1,520,000.00","$2,225,000.00"
"Onni","Valakari","San Diego FC","Attacking Midfield","$650,000.00","$726,800.00"
"Xavier","Valdez","Nashville SC","Goalkeeper","$80,622.00","$90,622.00"
"Omar","Valencia","New York Red Bulls","Left-back","$80,622.00","$92,997.00"
"Gerardo","Valenzuela","FC Cincinnati","Attacking Midfield","$104,000.00","$121,542.00"
"Jefferson","Valverde","Houston Dynamo","Defensive Midfield","$249,996.00","$291,657.00"
"Obed","Vargas","Seattle Sounders FC","Central Midfield","$125,000.00","$134,452.00"
"Kerwin","Vargas","Charlotte FC","Left Wing","$600,000.00","$683,750.00"
"Indiana","Vassilev","Philadelphia Union","Right Wing","$350,000.00","$381,750.00"
"Brandon","Vazquez","Austin FC","Center Forward","$3,200,000.00","$3,551,778.00"
"David","Vazquez","San Diego FC","Right Midfield","$104,000.00","$119,880.00"
"Kristoffer","Velde","Portland Timbers","Left Wing","$2,280,000.00","$3,027,000.00"
"Brayan","Vera","Real Salt Lake","Center-back","$500,004.00","$557,004.00"
"Oscar","Verhoeven","San Jose Earthquakes","Right-back","$125,000.00","$138,395.00"
"Ranko","Veselinović","Vancouver Whitecaps","Center-back","$670,000.00","$737,125.00"
"Ronaldo","Vieira","San Jose Earthquakes","Central Midfield","$620,000.00","$673,854.00"
"Gio","Villa","Real Salt Lake","Right-back","$80,622.00","$83,955.00"
"Jules-Anthony","Vilsaint","Toronto FC","Center Forward","$125,000.00","$131,875.00"
"Sam","Vines","Colorado Rapids","Left-back","$900,000.00","$912,500.00"
"Gino","Vivi","LA Galaxy","Left Wing","$104,000.00","$104,000.00"
"Robert","Voloder","Sporting Kansas City","Center-back","$550,000.00","$577,860.00"
"Giacomo","Vrioni","CF Montreal","Center Forward","$2,000,000.00","$2,247,500.00"
"Kai","Wagner","Philadelphia Union","Left-back","$930,000.00","$1,088,250.00"
"Conrad","Wallem","St. Louis City SC","Right Midfield","$448,000.00","$499,875.00"
"Paul","Walters","FC Cincinnati","Goalkeeper","$104,000.00","$111,967.00"
"Taylor","Washington","Nashville SC","Left-back","$104,000.00","$104,000.00"
"Joel","Waterman","Chicago Fire","Center-back","$474,250.00","$555,400.00"
"Akil","Watts","St. Louis City SC","Right-back","$104,000.00","$104,000.00"
"Marcelo","Weigandt","Inter Miami","Right-back","$500,000.00","$734,708.00"
"Jude","Wellings","Real Salt Lake","Central Midfield","$140,000.00","$160,000.00"
"Michael","Wentzel","St. Louis City SC","Center-back","$80,622.00","$80,622.00"
"Frankie","Westfield","Philadelphia Union","Right-back","$80,622.00","$92,127.00"
"Ashley","Westwood","Charlotte FC","Defensive Midfield","$750,000.00","$783,333.00"
"Brian","White","Vancouver Whitecaps","Center Forward","$1,000,000.00","$1,000,000.00"
"Adrian","Wibowo","LAFC","Right Wing","$80,622.00","$80,622.00"
"Thomas","Williams","Orlando City SC","Center-back","$150,000.00","$163,875.00"
"Sam","Williams","Chicago Fire","Defensive Midfield","$80,622.00","$91,951.00"
"Eryk","Williamson","Charlotte FC","Central Midfield","$775,000.00","$775,000.00"
"Joe","Willis","Nashville SC","Goalkeeper","$600,000.00","$658,333.00"
"Bruno","Wilson","San Jose Earthquakes","Center-back","$1,100,000.00","$1,218,333.00"
"Henry","Wingo","Toronto FC","Right-back","$625,000.00","$696,031.00"
"Hannes","Wolf","New York City FC","Right Wing","$1,400,000.00","$1,510,000.00"
"Owen","Wolff","Austin FC","Central Midfield","$208,000.00","$221,600.00"
"Tyler","Wolff","Real Salt Lake","Right Wing","$160,000.00","$160,000.00"
"Elijah","Wynder","LA Galaxy","Central Midfield","$150,000.00","$175,333.00"
"Zidane","Yáñez","New York City FC","Center Forward","$80,622.00","$84,789.00"
"Miki","Yamane","LA Galaxy","Right-back","$778,000.00","$844,667.00"
"Darren","Yapi","Colorado Rapids","Center Forward","$104,000.00","$114,833.00"
"William","Yarbrough","Inter Miami","Goalkeeper","$150,000.00","$150,000.00"
"Joshua","Yaro","St. Louis City SC","Center-back","$185,000.00","$204,500.00"
"Patrick","Yazbek","Nashville SC","Central Midfield","$415,000.00","$531,013.00"
"Yaw","Yeboah","LAFC","Right Wing","$550,000.00","$550,000.00"
"Kelvin","Yeboah","Minnesota United","Center Forward","$1,275,000.00","$1,477,200.00"
"DeAndre","Yedlin","Real Salt Lake","Right-back","$900,000.00","$948,750.00"
"Maya","Yoshida","LA Galaxy","Center-back","$455,000.00","$526,281.00"
"Jackson","Yueill","New England Revolution","Central Midfield","$1,086,750.00","$1,086,750.00"
"Alhassan","Yusuf","New England Revolution","Central Midfield","$850,000.00","$945,311.00"
"Wilfried","Zaha","Charlotte FC","Left Wing","$2,666,667.00","$2,751,667.00"
"Joseph","Zalinsky","St. Louis City SC","Right-back","$80,622.00","$82,638.00"
"Marcos","Zambrano","Real Salt Lake","Center Forward","$80,622.00","$102,881.00"
"Gyasi","Zardes","MLS Pool","Center Forward","$1,200,000.00","$1,200,000.00"
"Eriq","Zavaleta","LA Galaxy","Center-back","$194,000.00","$198,311.00"
"Sean","Zawadzki","Columbus Crew","Central Midfield","$400,000.00","$446,875.00"
"Adrián","Zendejas","Vancouver Whitecaps","Goalkeeper","$104,000.00","$104,000.00"
"Walker","Zimmerman","Nashville SC","Center-back","$3,200,000.00","$3,456,979.00"
"Philip","Zinckernagel","Chicago Fire","Right Wing","$1,450,750.00","$1,631,290.00"
"Rida","Zouhir","DC United","Central Midfield","$80,622.00","$95,362.00"
